Gene,Pt_mRCC_SC_90,Pt_mRCC_SC_1,Pt_mRCC_SC_23,Pt_mRCC_SC_93,Pt_mRCC_SC_39,Pt_mRCC_SC_84,Pt_mRCC_SC_75,Pt_mRCC_SC_79,Pt_mRCC_SC_12,Pt_mRCC_SC_24,Pt_mRCC_SC_36,Pt_mRCC_SC_85,Pt_mRCC_SC_33,Pt_mRCC_SC_81,Pt_mRCC_SC_87,Pt_mRCC_SC_59,Pt_mRCC_SC_56,Pt_mRCC_SC_64,Pt_mRCC_SC_17,Pt_mRCC_SC_43,Pt_mRCC_SC_92,Pt_mRCC_SC_30,Pt_mRCC_SC_57,Pt_mRCC_SC_53,Pt_mRCC_SC_61,Pt_mRCC_SC_11,Pt_mRCC_SC_21,Pt_mRCC_SC_71,Pt_mRCC_SC_5,Pt_mRCC_SC_3,Pt_mRCC_SC_86,Pt_mRCC_SC_69,Pt_mRCC_SC_58,Pt_mRCC_SC_88,Pt_mRCC_SC_10
KIAA1551,80,18,7,4,56,5,0,0,0,65,9,105,44,11,0,18,0,6,3,0,7,1,15,1,26,17,0,3,0,22,0,0,4,115,0
KIAA1586,0,1,0,3,0,0,0,0,0,15,6,26,0,9,0,0,0,7,0,0,13,0,0,0,0,0,127,123,0,0,1,0,0,0,0
KIAA1614,0,45,0,0,0,0,0,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KIAA1644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1656,0,72,0,0,0,0,0,8,0,7,16,10,0,0,1,3,15,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17
KIAA1671,246,34,703,85,61,496,85,161,156,22,130,263,31,110,80,104,10,191,659,403,95,4,603,3,187,18,37,2,1,126,181,1,8,239,24
KIAA1683,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1715,270,220,12,42,11,46,64,20,613,8,11,89,70,15,6,10,0,29,27,103,14,647,670,1,166,200,2,2,0,155,140,16,1,132,5
KIAA1755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1804,935,89,3,14,65,102,32,3,186,45,80,29,2,28,143,1,72,140,22,233,83,187,62,18,75,135,0,0,0,0,428,1,0,57,22
KIAA1841,0,13,6,45,24,310,21,17,1,14,8,11,168,0,1,17,0,0,0,32,0,2,104,59,0,10,4,0,0,6,0,0,0,1,3
KIAA1875,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,28,0,0,1,2
KIAA1919,89,0,0,0,6,200,6,541,5,0,27,3,584,5,0,0,18,0,0,0,0,0,0,0,119,3,0,38,0,0,1,197,0,19,0
KIAA1958,1,12,9,0,1,0,12,0,0,0,1,128,3,3,1,0,0,0,20,7,0,24,0,1,5,2,5,1,1,15,1,0,0,1,1
KIAA2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA2013,131,9,17,1,3,5,102,363,3,12,8,38,14,10,12,0,5,7,0,1,12,5,3,0,4,160,17,0,0,0,15,0,1,12,5
KIAA2018,3,295,65,0,36,8,79,202,178,116,69,3,467,122,74,4,0,11,1,44,8,0,1,2,433,5,7,84,0,3,83,126,37,44,36
KIAA2026,64,97,145,51,39,134,248,0,37,623,46,7,134,23,199,2,112,61,18,2,0,32,0,0,92,378,0,0,0,17,15,10,1,93,15
KIDINS220,1302,48,36,50,45,689,112,6,64,183,68,254,1020,44,198,13,145,421,233,243,122,595,131,528,160,318,6,68,1,123,235,19,18,46,30
KIF11,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,15
KIF12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
KIF13A,0,5,17,6,19,0,42,0,104,49,38,28,520,31,20,11,35,85,67,3,18,88,54,0,73,89,0,0,0,0,10,34,7,35,7
KIF13B,0,15,3,1,0,0,32,0,9,18,1,0,0,0,27,0,0,6,0,0,0,107,0,2,0,4,0,0,0,2,0,0,1,13,12
KIF14,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,32,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
KIF15,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIF16B,52,20,2,48,6,77,18,0,7,0,4,4,0,6,67,15,33,10,0,0,6,0,0,0,18,0,0,23,0,0,31,1,0,62,3
KIF17,0,1,12,0,0,0,0,0,9,0,1,0,0,0,0,0,0,4,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
KIF18A,0,14,2,2,0,0,0,10,67,0,1,0,0,0,3,0,36,70,0,0,0,550,8,0,0,0,0,0,0,0,0,0,0,22,2
KIF18B,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18,0,0,0,0,0
KIF1B,1010,604,268,104,127,619,606,552,154,166,250,276,862,92,81,172,1071,552,1725,345,72,894,667,145,241,599,21,252,2,380,149,156,120,282,157
KIF1C,56,18,39,52,5,81,2,56,17,5,12,0,92,3,27,3,251,15,0,26,10,33,10,137,11,13,154,0,0,3,23,34,43,15,9
KIF20A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
KIF20B,0,0,0,0,0,36,0,0,0,49,0,0,0,1,70,18,0,0,0,1,0,0,0,0,4,0,97,0,0,0,1,1,0,0,21
KIF21A,173,154,42,51,32,283,50,10,75,90,23,65,211,56,25,43,85,278,6,119,25,801,174,11,153,143,82,183,0,22,254,406,124,5,18
KIF21B,0,0,0,0,1,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KIF22,4,14,44,13,3,14,51,9,65,7,34,2,366,29,87,8,48,151,62,49,25,128,203,72,74,67,58,38,0,10,102,22,53,43,66
KIF23,41,3,0,8,0,0,0,31,0,1,0,20,0,4,0,2,0,77,5,8,0,5,0,0,0,0,1,0,0,123,0,0,0,0,97
KIF24,574,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
KIF26A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF26B,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
KIF27,0,0,5,0,1,7,5,0,18,11,1,19,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,1
KIF2A,42,28,293,196,6,0,82,0,24,1,5,3,423,26,46,0,4,0,66,74,11,94,3,6,4,168,2,64,0,845,15,0,428,3,0
KIF2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF2C,0,0,0,8,0,5,0,97,0,3,0,2,0,0,50,5,0,38,3,0,0,19,68,0,0,0,0,0,0,0,0,0,0,8,9
KIF3A,0,15,266,45,1,67,29,1,478,38,117,4,24,21,216,6,33,0,1,26,18,0,64,0,8,68,3,48,0,2,104,0,1,40,2
KIF3B,35,14,60,256,74,95,371,53,516,301,15,13,1082,40,23,12,9,111,4,314,20,683,110,1,14,253,24,182,0,1411,55,62,160,81,34
KIF3C,0,18,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,22,2
KIF4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,64
KIF5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIF5B,408,272,303,275,122,1068,204,203,508,714,305,694,1355,245,449,109,398,1291,240,1665,616,745,624,2078,637,879,211,173,1,2793,445,600,357,289,244
KIF5C,4,0,0,0,0,2,0,0,0,0,2,42,1,6,0,2,0,7,0,0,0,0,0,0,45,1,0,329,0,0,0,0,0,2,20
KIF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
KIF7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
KIF9,0,6,0,7,0,116,4,0,77,13,30,0,0,2,6,2,0,0,0,10,0,2,0,0,2,0,1,0,0,0,0,93,13,0,0
KIF9.AS1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,16,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFAP3,1,3,52,23,17,17,1,18,10,26,21,7,0,12,3,2,6,3,165,0,0,25,10,53,15,118,0,1,0,1,0,1,66,9,6
KIFC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIFC2,0,4,0,0,0,1,12,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,47,0,12
KIFC3,1,14,0,19,2,2,9,2,0,1,6,5,34,2,0,0,32,3,15,0,2,0,1,7,0,0,0,0,0,19,6,0,1,0,21
KIN,109,44,1,38,34,25,1,35,144,82,45,0,351,7,33,1,44,249,300,93,40,163,155,114,84,103,2,505,0,73,27,50,72,1,0
KIR2DL4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIR3DX1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIRREL,77,23,79,47,19,59,47,931,29,111,91,113,4,18,50,91,68,80,1045,150,33,19,27,0,63,167,16,14,0,36,18,164,235,116,17
KIRREL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIRREL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,0,0,0,0,0,0,0,0,0,0,0
KIRREL3.AS2,0,0,0,0,0,0,2,0,4,6,2,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KISS1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KITLG,59,0,0,56,0,0,0,97,18,2,18,0,107,6,0,0,0,74,0,1,0,396,2,0,133,3,319,66,0,0,0,3,0,0,3
KIZ,0,2,9,5,1,128,74,142,19,0,59,1,9,4,0,5,0,0,2,0,22,68,10,0,0,0,1,12,1,0,0,0,0,33,1
KIZ.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KL,1,112,97,2,17,0,31,11,18,27,61,12,39,3,19,24,1,275,111,242,13,293,2,1076,0,87,0,118,0,1,156,36,18,112,6
KLB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
KLC1,0,5,4,11,4,5,60,0,31,0,23,5,100,2,0,18,2,2,0,18,9,1,16,0,0,1,23,0,0,2,0,45,10,27,26
KLC2,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,7,0,0,0,0,4,0,19,2,0
KLC3,2,0,0,1,0,1,10,0,55,6,2,30,8,0,15,0,9,4,70,23,0,24,34,0,0,27,1,1,0,0,0,0,0,0,0
KLC4,0,6,88,0,0,27,0,0,0,20,1,0,0,2,0,0,0,0,0,2,0,30,0,0,8,0,0,0,0,0,34,0,0,7,1
KLF10,2100,201,1304,334,396,1228,755,117,814,331,558,871,4508,62,141,129,72,2716,7138,1482,266,5145,1975,2978,128,1021,939,938,3,1913,406,712,268,427,103
KLF11,6,13,13,33,25,206,126,0,50,201,45,84,28,155,13,1,273,8,112,578,4,755,2,3,45,5,0,151,0,0,93,2,7,38,0
KLF12,1,8,282,4,33,297,35,13,16,6,39,109,23,2,11,1,151,0,0,10,6,38,16,0,27,197,0,28,0,125,0,49,2,158,50
KLF13,1221,133,204,80,10,417,179,64,244,79,146,31,559,22,264,3,213,24,4,267,42,70,57,4,71,112,31,12,0,313,189,23,69,27,39
KLF15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLF16,24,4,1,2,0,0,0,3,3,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,3,0
KLF17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLF2,2,0,13,0,0,1,7,15,0,3,36,12,0,0,21,0,0,3,0,39,19,0,4,0,0,0,32,0,0,0,5,12,0,1,0
KLF3,480,4,32,290,3,9,71,2,305,1461,91,909,74,18,39,21,723,50,1287,110,57,235,20,96,134,131,6,18,0,628,31,41,135,93,13
KLF4,749,5,20,25,83,498,31,0,90,28,149,42,1361,95,44,18,68,5,32,152,25,476,436,0,29,90,0,316,0,0,311,434,296,424,19
KLF5,0,29,12,21,1,0,13,133,23,1,62,52,1095,1,71,0,39,117,181,29,11,849,14,1,22,137,5,438,0,71,40,22,0,156,11
KLF6,6064,3125,3339,2242,672,9951,2129,1414,1695,3433,3202,4953,5247,1100,2934,840,5389,2685,5977,7781,1902,13725,3077,2778,2574,2377,2251,4617,11,2732,1521,6961,8495,5008,1414
KLF7,32,2,6,2,4,99,215,0,13,11,29,79,184,3,279,19,10,2,0,95,1,3350,0,0,340,64,1,622,0,5,1,44,135,101,11
KLF8,91,1,0,5,2,367,24,16,83,24,6,102,279,1,1,0,22,0,0,50,0,0,1,0,0,13,1,0,0,0,0,0,1,42,1
KLF9,135,45,171,138,78,62,298,0,18,84,57,205,188,28,151,23,74,69,1718,29,159,1660,372,0,293,422,232,24,0,4,178,39,78,73,14
KLHDC1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHDC10,54,150,435,22,17,675,59,0,174,239,157,509,443,23,89,178,327,188,128,288,159,325,152,212,665,300,20,65,1,54,329,363,79,336,54
KLHDC2,3,0,19,0,0,11,68,0,116,3,62,83,619,7,7,0,7,0,16,23,9,0,0,0,4,65,0,74,0,0,0,0,0,1,0
KLHDC3,0,0,0,6,0,0,1,0,30,0,13,1,0,0,0,0,0,0,16,64,0,520,6,0,0,0,0,108,0,2,10,0,8,12,1
KLHDC4,0,11,18,4,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KLHDC7A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,330,1,0,0,0,0,0,0,0,0,0,0,0,0
KLHDC7B,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KLHDC8A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHDC8B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KLHDC9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL11,203,15,146,116,50,3309,109,0,465,27,5,38,367,33,80,3,185,218,7,284,52,111,18,398,110,54,3323,0,0,675,0,2,2,348,0
KLHL12,51,49,20,142,12,214,10,14,80,190,73,12,144,32,2,3,409,532,85,240,2,7,14,0,30,326,28,1,2,45,56,1,437,126,14
KLHL13,0,0,0,45,11,0,2,44,345,0,0,0,1170,7,28,8,0,0,0,0,4,0,9,0,35,31,0,150,1,0,0,0,0,1,0
KLHL14,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
KLHL15,0,2,0,206,7,157,1,0,0,0,34,0,0,3,15,0,5,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,10
KLHL17,1,0,17,54,0,0,7,0,0,0,0,0,0,0,6,0,1,0,0,1,3,0,0,0,10,0,1,0,0,0,1,0,0,1,1
KLHL18,0,31,3,47,15,6,1,0,1,22,14,28,21,12,24,3,35,55,5,178,39,47,46,0,4,68,3,0,0,1,34,0,402,20,0
KLHL2,16,1,0,179,3,12,0,0,1,51,31,43,912,31,22,3,0,5,2,101,15,21,2,474,9,137,150,194,0,423,311,33,0,2,6
KLHL20,6,8,26,63,9,319,5,0,57,111,58,35,36,17,61,29,80,27,44,111,10,12,24,1,30,0,1,109,0,0,12,84,0,0,15
KLHL21,98,95,234,62,52,422,364,29,100,55,238,170,188,49,55,8,54,37,331,702,8,663,63,32,360,12,61,18,0,203,233,12,45,237,5
KLHL22,0,2,0,0,1,0,8,0,0,1,1,0,31,1,1,17,2,0,4,6,1,10,0,0,4,2,0,0,0,10,0,0,0,1,2
KLHL24,879,95,68,192,120,1314,206,13,364,73,81,318,277,55,179,3,508,145,686,549,115,2197,69,71,46,46,4,125,2,861,348,85,137,0,27
KLHL25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,7
KLHL26,0,17,1,3,0,0,0,0,0,0,32,0,4,0,4,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
KLHL28,15,1,5,273,134,403,274,7,11,8,284,12,41,24,13,39,5,34,57,312,3,177,92,10,12,885,3,1,0,0,17,0,1,1,9
KLHL29,0,7,7,87,0,0,36,0,18,0,4,11,3,9,64,0,1,0,0,21,1,12,117,0,3,7,0,0,0,51,0,91,23,0,7
KLHL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL31,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL36,23,90,222,76,33,70,15,96,258,31,313,57,69,141,143,101,131,160,250,331,202,331,4,139,64,420,25,122,0,534,388,12,0,125,16
KLHL4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,6,0,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KLHL40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL42,15,0,267,416,3,779,6,0,12,43,33,14,9,25,6,6,16,103,74,22,24,484,51,1,53,57,2,1,0,0,14,65,0,53,194
KLHL5,45,159,81,106,12,211,219,24,416,153,67,190,76,91,1,8,8,25,4,124,10,32,222,2,119,83,16,323,0,32,47,9,322,128,33
KLHL6,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KLHL6.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KLHL7,378,45,8,9,2,282,1,121,51,27,5,0,1714,63,16,4,120,13,0,454,24,9,2,0,2,299,26,0,0,1033,803,0,8,0,22
KLHL7.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLHL8,1133,202,42,7,5,210,1001,158,27,85,23,33,0,51,1,1,20,32,964,244,33,141,0,2489,6,43,36,347,0,0,81,59,18,127,7
KLHL9,8,3,22,3,229,419,2,315,7,164,147,143,235,163,388,0,11,91,67,225,112,0,0,6,8,0,0,0,1,21,1,0,58,104,4
KLK10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0
KLK11,0,0,0,0,0,0,41,0,0,66,0,9,0,0,29,13,0,0,2,0,0,0,0,0,24,0,0,600,0,0,1,134,58,23,3
KLK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLK5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLK6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLK9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLKB1,13,0,62,22,0,0,0,0,0,0,2,3,753,2,0,0,1,20,0,119,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLKP1,0,0,158,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,6,0,243,0,0,0,0,0,0,1
KLLN,0,0,0,0,0,245,0,0,0,0,0,18,0,0,0,1,0,129,1,0,0,0,0,0,15,190,0,0,0,322,0,0,0,0,0
KLRAP1,0,0,0,113,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,3,0,0,0,0,0,0,0,0,0,0
KLRB1,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KLRC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
KLRC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
KLRC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRD1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLRG2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KMO,6,0,0,0,0,0,20,0,1,0,7,10,0,1,0,14,0,2,390,1,0,0,0,0,1,175,0,115,0,0,0,0,0,0,3
KMT2A,385,63,477,153,61,348,504,1458,1148,581,261,552,818,122,427,24,297,688,82,454,66,4353,772,3007,143,364,13,254,2,608,185,311,338,138,57
KMT2B,25,20,133,10,2,2,10,7,3,31,6,1,0,3,18,2,132,93,12,0,1,7,263,45,13,34,3,0,0,1,59,2,0,102,3
KMT2C,30,408,734,491,56,1689,495,922,1134,519,306,510,601,176,506,151,725,541,18,1675,21,2905,1446,40,476,974,201,14,2,893,135,1519,1216,539,136
KMT2D,0,11,0,30,13,0,34,11,9,22,8,67,347,4,0,1,9,34,9,27,23,891,30,138,20,4,1,63,0,0,2,68,65,17,3
KMT2E,275,144,422,220,121,595,329,66,414,293,351,173,1347,184,383,82,220,579,183,500,85,726,362,310,396,303,310,73,0,884,662,725,597,218,109
KMT2E.AS1,0,2,0,7,17,389,11,10,254,17,35,24,0,2,10,3,8,6,13,19,10,3,0,0,3,4,31,148,0,41,13,0,0,13,3
KNDC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KNOP1,325,37,63,30,12,147,42,14,15,41,39,15,825,24,64,10,56,32,231,27,82,0,1062,8,28,81,34,73,0,6,113,59,20,93,1
KNSTRN,92,0,83,15,18,0,0,0,113,0,0,0,0,0,0,7,0,0,0,130,0,0,0,0,25,0,3,0,0,1,0,0,0,11,0
KNTC1,0,0,0,4,0,0,0,0,0,0,3,0,46,0,0,2,13,0,1,90,1,0,0,0,0,0,0,0,0,7,0,0,0,0,13
KPNA1,69,300,225,179,17,275,116,4,190,302,257,405,54,50,165,94,82,98,613,9,132,1503,16,764,38,311,121,47,6,1762,137,695,118,771,159
KPNA2,234,38,3,75,0,16,193,0,22,9,43,0,65,23,9,2,4,7,31,134,38,3,0,174,14,0,0,3,0,1,33,2,529,36,22
KPNA3,41,21,151,52,134,320,12,31,5,17,26,102,66,7,118,15,187,217,538,40,61,48,115,1,37,47,2,74,0,8,80,136,0,7,18
KPNA4,2919,335,1047,491,496,1880,597,370,1988,657,928,334,2560,462,1040,431,1189,1315,525,1333,486,3342,1107,4660,579,2233,7298,2551,2,1775,809,557,1500,859,277
KPNA5,0,0,3,0,0,0,0,0,33,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,10,0,0,0,2,0,0,0,0
KPNA6,385,480,183,274,72,298,148,118,210,574,373,796,1475,123,173,112,263,228,567,1117,169,879,35,183,414,1062,84,203,5,720,243,89,3145,714,108
KPNA7,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KPNB1,153,121,152,256,50,407,258,650,502,289,257,684,1057,185,353,105,356,198,178,353,160,367,474,272,256,372,230,300,3,986,464,435,646,426,184
KPTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
KRAS,47,101,83,265,42,1452,90,1,42,65,215,150,158,11,634,24,17,23,138,1241,19,82,551,44,32,774,21,107,0,0,58,17,98,208,3
