Gene,PDX_mRCC_SC_1,PDX_mRCC_SC_79,PDX_mRCC_SC_4,PDX_mRCC_SC_87,PDX_mRCC_SC_34,PDX_mRCC_SC_89,PDX_mRCC_SC_69,PDX_mRCC_SC_20,PDX_mRCC_SC_61,PDX_mRCC_SC_5,PDX_mRCC_SC_68,PDX_mRCC_SC_56,PDX_mRCC_SC_3,PDX_mRCC_SC_44,PDX_mRCC_SC_92,PDX_mRCC_SC_63,PDX_mRCC_SC_12,PDX_mRCC_SC_52,PDX_mRCC_SC_70,PDX_mRCC_SC_88,PDX_mRCC_SC_77,PDX_mRCC_SC_90,PDX_mRCC_SC_60,PDX_mRCC_SC_81,PDX_mRCC_SC_95,PDX_mRCC_SC_93,PDX_mRCC_SC_41,PDX_mRCC_SC_80,PDX_mRCC_SC_6,PDX_mRCC_SC_64,PDX_mRCC_SC_15,PDX_mRCC_SC_14,PDX_mRCC_SC_8,PDX_mRCC_SC_94,PDX_mRCC_SC_21,PDX_mRCC_SC_86
RPL29,374,385,1235,1217,283,221,886,673,1656,923,1774,543,786,95,317,520,346,208,459,1116,1230,496,667,513,396,150,526,880,699,826,167,873,1466,595,955,687
RPL29P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL3,555,311,696,914,716,280,569,420,1210,688,480,529,590,113,285,714,245,324,846,742,833,692,901,334,522,212,685,366,892,468,135,850,758,572,740,576
RPL30,266,192,318,903,303,162,369,190,821,266,492,478,277,127,190,327,176,128,507,641,639,387,689,165,253,149,152,362,716,368,61,179,426,295,158,510
RPL31,166,274,474,1023,255,201,419,197,1002,431,682,486,456,111,301,591,189,165,467,778,604,168,245,412,266,135,218,626,603,560,71,342,200,423,362,694
RPL31P11,1,0,0,1,0,0,3,0,4,0,2,0,0,0,0,4,1,0,0,2,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,5
RPL32,41,128,194,366,128,86,150,125,379,73,439,149,178,29,71,144,144,32,154,205,428,160,81,141,124,77,164,213,189,94,83,93,143,95,135,181
RPL32P3,0,39,0,44,0,17,8,0,171,58,130,0,0,16,45,6,3,14,1,1,0,0,0,6,0,0,75,3,53,0,0,0,0,20,63,5
RPL34,110,200,260,756,195,161,426,126,688,248,491,377,415,90,172,306,281,138,440,399,266,95,343,316,295,93,191,722,428,584,115,194,135,318,434,312
RPL34.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RPL35,85,63,236,180,149,56,155,178,333,143,284,121,222,33,69,108,97,50,207,149,106,146,242,74,75,50,94,141,115,130,24,49,148,116,60,97
RPL35A,87,61,225,365,111,107,212,194,429,242,1219,206,212,63,78,204,101,121,175,167,215,99,234,189,168,118,108,333,163,191,57,120,212,129,87,354
RPL36,390,314,573,1056,405,319,645,310,1282,531,1005,433,665,152,303,672,405,262,756,596,761,526,702,491,441,200,528,594,1027,574,133,714,654,645,485,699
RPL36A,2,56,0,1,0,18,3,1,3,4,4,0,3,13,14,2,8,1,14,0,1,0,15,40,1,0,0,71,2,0,38,9,0,12,3,29
RPL36AL,335,104,610,716,282,289,524,530,588,207,905,453,54,136,278,416,502,274,766,41,555,355,617,294,448,160,203,459,272,178,67,73,7,249,278,581
RPL37,53,58,65,243,39,42,106,53,289,44,156,81,94,15,46,124,62,30,195,138,189,34,149,79,94,30,115,119,174,133,19,134,111,60,76,131
RPL37A,37,35,68,72,76,60,97,96,305,66,117,69,142,40,30,100,104,20,112,59,95,54,75,75,86,31,73,86,84,109,24,53,48,71,58,131
RPL38,27,33,89,155,64,59,100,70,205,53,153,77,113,30,49,97,69,27,134,101,54,65,168,80,53,28,45,110,79,158,19,88,94,66,70,199
RPL39,196,599,536,784,347,277,590,279,945,403,944,436,558,91,245,717,356,80,627,445,1075,268,559,370,407,213,375,707,352,723,114,351,297,371,358,789
RPL39L,2,0,0,0,4,0,9,0,0,16,0,30,7,0,0,5,0,0,0,0,0,1,0,0,0,10,8,2,0,1,5,74,0,0,1,0
RPL3L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL4,854,714,1604,1383,802,710,1391,1475,2172,682,1216,1757,591,398,777,597,672,627,1672,1735,2051,1048,1321,628,1110,702,843,1076,1421,173,348,863,1314,1306,400,657
RPL41,601,896,1193,3373,846,627,1359,944,2746,784,1576,836,1963,396,537,1302,781,294,1219,1619,1814,1512,1459,804,1236,622,741,1167,1646,1302,279,1144,865,1235,1190,1485
RPL5,249,239,485,393,237,226,433,551,882,322,314,200,235,102,336,251,277,218,625,385,439,424,417,373,256,128,402,642,470,320,139,250,211,289,384,406
RPL6,302,494,406,400,281,177,363,272,700,110,674,420,334,100,94,82,357,212,703,439,1183,337,218,418,294,146,223,545,716,290,82,232,34,147,189,211
RPL7,2642,2021,3684,5393,1951,1173,4057,2721,5643,1888,4471,3084,2403,886,2175,2637,2324,1325,2503,3871,4940,1926,3252,2659,3434,1301,1745,3188,3800,2466,991,1845,2604,2889,2076,3904
RPL7A,195,158,645,421,294,64,203,146,829,220,475,216,240,26,131,82,113,95,347,51,191,619,498,108,248,76,499,314,248,114,53,180,273,158,132,184
RPL7L1,2,47,35,34,268,18,14,12,191,11,0,98,0,67,11,352,3,198,17,112,7,0,30,0,0,62,6,21,1,6,38,173,0,154,3,45
RPL8,721,450,1089,1555,439,246,1115,791,2065,1308,1178,531,528,120,227,1047,270,241,458,909,1287,1171,1214,767,515,195,661,688,1068,475,108,763,598,676,616,665
RPL9,383,455,607,991,307,245,587,381,971,450,1492,465,579,132,300,424,383,222,569,521,762,318,676,417,275,260,412,564,615,544,125,516,631,345,423,528
RPLP0,1557,1333,4272,4669,3136,878,4075,2762,4689,1942,3118,1682,2320,409,797,2742,945,653,2230,4543,6035,6307,3195,1443,1842,896,2457,1675,2333,2441,689,2429,2860,2163,2524,1888
RPLP0P2,0,0,3,15,3,14,4,1,82,0,17,1,1,2,1,0,0,1,238,33,9,10,1,1,2,0,3,2,2,0,0,0,0,0,1,3
RPLP1,717,1329,1727,2950,1219,885,1655,1905,2724,1370,2843,1136,2593,509,728,1871,1006,331,1661,1877,2698,1768,1681,1038,1304,757,1145,1504,1451,2155,367,1703,2126,1646,1778,1005
RPLP2,252,154,314,778,260,187,284,213,631,263,281,340,439,94,153,405,185,133,439,324,485,279,423,179,263,148,217,336,341,465,71,357,339,209,173,248
RPN1,275,82,380,343,115,126,265,263,281,166,48,349,378,30,90,123,114,329,164,1015,725,56,159,177,68,87,60,257,181,0,120,255,90,297,72,175
RPN2,180,129,110,125,78,67,189,342,380,26,62,68,218,43,68,140,110,46,165,446,488,17,150,291,111,51,218,231,207,118,94,103,150,42,7,81
RPP14,1,11,74,2,7,48,385,235,127,11,0,32,155,46,0,0,3,1,10,59,9,89,0,47,0,19,182,81,19,74,3,23,15,7,42,58
RPP21,0,2,1,1,1,0,4,18,13,2,0,0,0,1,0,0,1,1,0,19,10,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0
RPP25,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPP25L,0,11,0,3,7,7,148,7,14,109,0,0,0,3,2,0,21,11,0,0,72,0,0,0,36,15,2,3,50,0,0,0,1,17,0,120
RPP30,19,256,0,19,17,40,5,127,0,62,8,26,472,16,4,39,13,54,104,0,144,0,36,40,4,4,18,107,345,0,24,5,0,0,1,10
RPP38,139,1,145,0,0,65,207,6,0,0,0,102,0,10,0,0,0,80,150,0,0,797,1,82,0,33,398,0,0,35,19,17,0,46,34,5
RPP40,15,0,0,1,0,0,0,38,0,0,0,19,0,0,0,0,0,9,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
RPPH1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
RPRD1A,0,0,39,2,0,53,17,127,1,2,56,154,3,30,1,0,128,0,77,39,0,5,0,6,0,18,48,4,215,0,3,3,0,44,0,25
RPRD1B,19,60,231,6,84,37,144,1,58,31,0,1,2,26,0,1,49,5,118,19,3,3,0,48,0,30,13,345,1,2,1,0,3,42,0,361
RPRD2,51,16,31,0,1,72,143,53,0,99,154,10,0,25,94,0,83,115,325,147,7,2,0,69,59,21,1,129,5,0,77,58,0,12,0,163
RPRM,1,2,1,0,0,0,2,6,0,0,0,14,1,2,1,0,4,1,0,1,1,0,0,0,0,0,0,0,0,9,0,1,0,4,0,0
RPRML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS10,10,0,0,0,0,1,2,0,9,3,30,1,17,0,1,0,0,0,7,30,0,0,22,0,0,0,1,0,3,0,0,0,1,0,0,1
RPS10P7,0,9,1,5,1,4,0,0,2,1,0,0,0,0,0,1,28,3,1,1,0,0,0,0,0,0,0,0,2,2,0,2,0,1,1,0
RPS11,317,206,470,1117,433,214,534,349,1330,466,1264,430,381,128,164,282,274,176,563,499,664,894,642,325,395,156,320,719,415,271,127,419,342,482,242,208
RPS12,158,112,273,457,232,125,194,172,388,260,587,140,305,96,183,415,128,37,380,447,619,234,466,454,242,117,188,314,260,226,100,222,211,364,141,180
RPS13,318,223,378,781,360,238,551,639,783,366,724,382,528,164,208,459,403,154,618,449,686,246,427,369,411,198,369,1065,394,461,113,242,253,403,328,583
RPS14,76,35,117,85,57,22,73,42,173,149,126,100,137,12,46,81,67,48,81,82,147,128,80,199,121,30,88,44,113,49,16,87,67,65,40,59
RPS14P3,2,21,13,3,2,1,117,13,7,2,2,7,8,2,1,5,1,12,315,31,1,2,2,3,1,1,4,1,5,2,4,3,1,2,1,6
RPS15,335,144,671,601,294,127,386,304,960,306,551,488,308,63,199,428,367,111,634,719,499,377,151,224,266,72,181,487,447,280,58,338,345,263,307,387
RPS15A,25,6,24,48,29,11,27,34,75,38,277,37,15,20,5,24,24,5,42,37,42,16,19,75,34,11,12,33,28,53,6,20,19,14,16,87
RPS15AP10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,1,1
RPS16,419,758,741,1343,589,345,663,333,1321,639,1271,760,657,124,283,838,382,258,1046,741,1126,867,1291,518,516,185,507,925,507,858,190,733,703,408,330,719
RPS16P5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,36,36,0,0,0,0,0,0,0
RPS17,79,69,191,234,108,58,167,130,367,85,389,96,96,41,58,115,84,23,113,164,204,210,166,398,115,54,116,197,126,136,18,107,265,107,109,109
RPS18,849,865,1475,3183,1005,670,1731,867,3380,1208,1826,1092,1433,432,709,1454,974,481,1478,1741,2322,2059,2699,952,1444,536,1157,1997,1852,1845,304,1400,1779,1200,935,882
RPS18P9,2,5,3,3,1,0,1,1,6,1,1,1,1,2,0,0,2,0,0,1,1,4,5,11,1,0,0,1,1,2,0,4,2,2,1,2
RPS19,356,319,508,1270,431,247,513,341,1269,554,581,338,640,167,235,560,379,191,645,702,689,479,795,399,438,170,306,533,596,508,149,430,413,509,474,488
RPS19BP1,1,0,7,6,27,8,18,21,1,68,152,102,11,9,2,1,17,39,1,2,4,1,2,0,19,11,4,1,108,0,1,0,3,0,0,6
RPS2,722,698,2029,1851,941,422,947,665,2038,874,3119,845,1732,249,386,1216,766,395,1224,1144,2705,1393,940,911,854,372,838,1119,1396,1371,144,822,1120,644,604,862
RPS20,385,282,984,1177,611,309,666,615,1550,697,650,381,709,205,365,834,384,222,896,911,1297,917,1443,494,555,280,664,521,981,576,191,567,780,689,837,731
RPS21,248,239,503,512,239,142,345,297,689,266,518,142,377,61,112,227,192,105,255,423,359,256,454,235,230,65,219,414,286,235,71,214,176,182,316,440
RPS23,484,568,910,1060,432,418,860,580,1362,685,693,282,882,195,283,406,444,298,737,322,961,626,1009,563,549,265,321,806,534,933,150,499,699,325,425,1007
RPS24,171,275,236,500,106,148,325,124,315,132,420,187,259,52,132,284,87,103,329,195,395,99,228,94,191,78,100,317,176,251,40,144,326,243,231,191
RPS25,331,248,704,626,392,313,501,223,911,444,781,284,337,161,276,618,316,178,428,815,510,506,417,293,383,163,186,480,358,536,84,410,384,439,244,868
RPS26,32,61,88,162,86,37,87,85,190,66,850,108,98,17,48,66,44,32,152,115,145,174,12,81,86,64,28,120,101,81,28,79,53,96,50,232
RPS26P11,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,2,0,0,0,0,0,1,2
RPS27,462,564,1109,2475,972,634,1089,1077,2628,572,1870,858,1265,344,410,1254,768,345,1595,1397,1861,984,896,875,1152,387,769,1128,1470,1045,262,537,1118,816,831,1040
RPS27A,212,512,292,570,267,246,510,296,750,199,529,302,527,116,270,424,296,127,615,326,497,206,334,232,324,149,294,392,492,499,85,225,223,233,205,378
RPS27L,34,51,65,146,85,82,202,47,112,48,196,59,64,34,86,93,29,55,39,60,113,70,231,23,29,18,18,168,77,196,21,28,424,62,22,123
RPS28,149,233,375,522,304,188,383,320,961,280,334,329,515,87,119,305,253,106,462,271,781,408,654,431,420,105,163,556,725,420,51,230,209,509,257,532
RPS29,50,66,96,215,98,54,102,110,206,171,137,73,317,28,46,67,100,15,188,172,132,120,61,93,99,48,98,115,86,48,28,170,102,85,182,212
RPS2P32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3,158,69,155,407,135,89,284,184,543,407,261,160,161,56,89,93,162,81,161,208,221,264,201,158,180,41,47,265,241,278,61,103,125,109,192,199
RPS3A,517,572,985,1435,804,450,1045,433,1599,863,1108,722,1032,227,364,768,787,450,889,877,1129,732,374,525,961,309,410,694,1202,726,268,486,789,974,673,831
RPS4X,430,171,281,904,292,174,560,370,971,242,492,311,199,88,211,560,274,118,493,181,1127,441,637,401,488,162,324,387,467,598,70,376,248,374,339,801
RPS4Y1,43,81,65,150,115,49,81,60,159,31,69,122,21,37,22,143,101,52,34,92,105,68,22,48,58,56,10,74,131,55,11,47,44,34,55,109
RPS4Y2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
RPS5,453,336,837,729,447,176,671,367,884,446,726,604,464,99,186,529,255,184,598,838,727,417,443,192,377,183,642,439,746,423,119,483,362,434,460,371
RPS6,878,221,1123,3552,939,347,1059,738,2195,558,1691,989,1592,177,446,868,993,459,1065,749,1893,341,990,851,1072,352,615,871,2033,954,278,632,721,1151,684,900
RPS6KA1,19,0,0,0,1,12,4,37,0,1,0,19,85,10,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,21,0
RPS6KA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
RPS6KA2.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS6KA3,32,372,43,13,20,176,306,51,87,17,21,30,12,47,305,234,24,128,178,19,5,0,26,75,6,141,8,250,358,3,75,114,13,4,79,100
RPS6KA4,0,0,0,0,0,5,57,0,0,12,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,70,0,0,10,0,0,0,0
RPS6KA5,6,0,0,0,0,0,10,0,0,0,3,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0
RPS6KA6,0,4,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,1,0,1,0,0,0,2
RPS6KB1,0,133,0,8,345,86,75,13,0,27,17,52,0,28,162,6,43,20,134,172,0,4,0,2,2,18,95,30,181,4,15,303,22,0,0,2
RPS6KB2,35,0,5,25,0,1,0,0,12,2,0,12,0,0,0,0,14,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,10,1,0
RPS6KC1,13,0,28,1,0,9,1,29,4,0,10,4,0,48,0,20,4,59,8,437,0,0,17,33,1,34,0,3,1,8,3,30,2,2,1381,7
RPS6KL1,0,0,0,2,0,0,0,0,5,0,0,112,0,0,0,0,0,55,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS7,142,126,201,386,218,141,286,211,613,133,363,177,255,62,159,263,224,142,302,231,196,59,307,108,119,84,164,262,154,228,63,198,103,134,111,225
RPS7P5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS8,323,397,492,828,369,275,415,359,803,481,1087,335,562,135,196,606,418,180,630,649,595,741,427,511,489,169,425,639,684,493,93,582,466,276,329,528
RPS9,27,40,54,44,10,21,47,44,142,132,164,152,31,10,2,42,69,25,98,121,83,12,12,71,29,9,50,22,174,184,5,10,60,44,2,81
RPSA,324,432,741,1322,520,255,569,789,1434,283,968,535,812,69,201,940,485,157,599,360,1782,1560,446,457,350,195,371,596,598,1280,126,805,1119,266,808,309
RPSAP52,0,2,0,0,0,49,0,0,0,0,0,0,0,1,30,0,10,101,0,309,0,0,189,0,144,3,0,5,0,0,26,0,0,1,0,0
RPSAP58,83,85,220,423,176,64,158,244,381,105,308,165,256,24,46,311,163,44,155,115,596,465,28,140,105,57,58,138,166,385,50,313,226,139,241,67
RPSAP9,4,3,7,11,4,2,9,8,13,2,10,5,12,2,6,9,6,1,4,14,4,15,1,2,13,2,0,2,0,23,1,9,17,2,13,3
RPTOR,0,1,0,0,0,3,1,0,0,14,0,0,0,3,0,0,6,2,2,5,0,0,0,67,0,0,0,1,0,0,0,0,61,0,0,2
RPUSD1,1,0,1,0,0,0,0,14,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,74,1,0,0,0,0,1,13,1,0
RPUSD2,0,0,25,256,0,35,140,2,134,0,0,2,0,0,111,0,0,0,2,21,0,38,1,0,0,6,9,5,0,0,50,0,0,0,2,16
RPUSD3,9,0,0,1,31,21,0,0,5,0,0,134,0,3,0,0,1,27,108,0,0,0,0,0,0,5,0,61,0,0,32,0,0,0,0,113
RPUSD4,147,1,0,0,0,24,2,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0
RQCD1,867,26,485,368,641,194,561,228,508,263,189,201,51,119,161,365,211,258,525,501,226,1,182,268,36,295,123,44,250,18,198,231,686,343,0,278
RRAD,7,21,259,0,2,7,140,6,53,0,31,2,163,4,87,20,14,45,0,0,9,321,0,1,6,1,45,30,5,15,3,2,12,94,0,4
RRAGA,104,691,125,125,117,65,2,6,297,390,29,5,566,81,200,4,124,150,503,463,1120,0,42,17,0,14,1,22,31,247,48,2,7,0,706,24
RRAGB,0,5,1,0,5,2,0,0,9,0,0,33,0,0,48,0,0,16,19,0,0,0,0,4,0,21,1,6,27,0,15,0,0,0,0,5
RRAGC,77,119,421,4,60,89,1023,568,97,21,0,169,24,54,573,4,42,165,1117,5,34,258,12,7,19,113,167,48,38,0,63,93,215,366,3,52
RRAGD,0,0,0,2,0,0,1,0,0,0,0,0,0,16,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,1
RRAS,3,0,6,167,32,27,17,45,3,0,15,80,1,4,12,5,95,10,52,1,80,6,66,0,27,27,3,142,1,0,2,0,74,36,10,0
RRAS2,41,487,12,733,134,45,632,853,90,16,102,203,16,44,35,4,186,27,393,18,0,1,19,10,0,22,4,59,13,2,5,0,136,1,0,73
RRBP1,39,26,6,107,15,19,49,61,108,0,28,45,5,8,32,2,20,86,39,10,43,21,0,23,2,9,25,13,10,2,10,18,2,11,2,5
RREB1,183,173,194,236,93,200,30,226,56,116,180,35,13,56,208,15,133,118,252,9,8,2,15,224,42,28,59,414,12,271,61,15,6,170,1739,73
RRH,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRM1,87,17,0,120,7,6,82,51,0,0,1,4,0,16,0,0,0,47,2,20,8,1,1,55,0,10,13,146,76,0,4,1,0,0,0,0
RRM2,0,6,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RRM2B,676,411,346,270,323,504,705,835,523,44,21,80,150,120,660,107,204,769,866,114,226,1,2,73,9,123,565,592,831,7,216,182,2159,412,3,90
RRN3,186,16,1,1,213,196,296,45,53,15,87,12,5,106,6,18,161,146,14,1,1701,3,106,625,27,156,101,25,24,10,110,46,2,247,970,309
RRN3P1,31,2,0,0,0,0,0,1,0,0,1,0,0,0,49,0,1,1,0,0,0,0,0,0,1,33,0,0,0,0,0,6,1,0,4,0
RRN3P2,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,3,2,0
RRN3P3,1,17,0,0,2,5,0,0,0,0,0,0,6,0,7,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0
RRNAD1,9,0,0,0,8,9,60,17,56,54,0,0,0,25,0,0,6,0,65,22,4,2,11,0,3,4,28,9,0,0,3,0,0,0,1,13
RRP1,5,0,0,0,0,1,0,18,0,0,0,6,0,0,1,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0
RRP12,66,5,30,72,93,29,94,31,72,0,2,19,2,25,23,0,84,34,149,8,113,5,0,3,22,5,29,0,0,114,22,82,104,7,0,191
RRP15,128,36,91,122,409,518,612,698,444,568,89,9,2,83,212,485,417,571,892,350,45,1182,197,82,18,261,179,822,558,3,205,0,2,18,13,635
RRP1B,456,769,98,3,115,33,44,95,86,1,0,13,1,22,53,0,114,187,214,40,1,0,0,91,13,28,58,19,0,885,16,3,1,0,2,25
RRP36,2,12,42,69,2,5,19,37,1,0,0,0,0,13,0,0,0,12,0,0,43,0,208,4,2,9,2,122,2,0,0,9,8,4,0,13
RRP7A,30,0,10,0,1,61,0,27,25,36,35,26,0,34,38,0,5,2,22,1,5,3,0,0,2,1,49,29,18,0,0,2,0,1,0,2
RRP7BP,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
RRP8,1,34,486,14,10,51,132,121,21,16,294,77,0,2,56,98,27,2,179,247,4,3,53,9,5,12,7,16,10,97,7,105,132,103,1,11
RRP9,38,0,15,0,2,4,0,20,0,23,0,8,1,4,0,0,14,1,23,0,0,74,138,0,0,9,75,15,1,33,5,0,0,0,0,32
RRS1,200,8,60,1,4,14,35,137,7,1,0,11,0,1,5,0,61,1,7,3,1,16,0,15,5,12,0,141,109,33,3,0,7,5,0,5
RRS1.AS1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53
RS1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSAD1,31,0,0,8,2,15,0,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,4,0,0,0,1,22,5,0,0,4,0
RSAD2,0,4,85,159,1,0,141,256,10,82,2,0,2,13,45,0,8,15,8,0,228,0,0,19,0,63,0,11,0,0,3,8,0,21,37,23
RSBN1,1,7,1302,17,250,83,4,206,848,0,48,16,6,5,479,4,496,10,349,53,10,22,6,9,3,318,857,621,0,3,111,1,0,159,27,105
RSBN1L,61,9,0,208,9,10,58,8,0,0,0,1,2,1,2,0,0,41,20,7,8,0,0,0,23,14,0,6,2,0,0,0,1,0,0,6
RSC1A1,359,0,235,0,4,6,14,0,0,0,0,0,0,2,0,0,0,0,86,42,0,1,0,1,0,0,2,0,0,0,3,218,0,1,0,0
RSF1,48,13,2,12,29,78,16,46,223,5,402,73,2,15,231,176,47,11,463,12,37,3,81,8,0,0,107,28,170,17,41,90,19,214,33,335
RSG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSL1D1,756,263,448,389,210,318,762,828,398,186,1535,394,189,200,160,245,121,715,941,1104,140,244,273,714,73,371,320,432,780,228,205,2194,615,374,131,329
RSL24D1,108,506,15,731,199,160,9,316,589,217,101,201,74,97,198,581,79,390,768,1546,600,1187,1592,33,26,160,33,296,46,74,120,474,55,141,27,98
RSPH1,0,0,0,3,0,3,10,0,0,1,68,0,68,2,5,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,31,0,0,0,6
RSPH14,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPH3,0,0,1,0,0,0,0,0,0,0,0,0,0,7,50,0,0,28,1,0,35,0,0,0,0,4,3,94,0,0,14,0,0,0,0,0
RSPH4A,0,0,0,0,0,8,0,0,218,0,0,2,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0
RSPH9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPO1,4,3,0,0,4,2,1,1,1,0,0,1,3,0,1,4,3,0,1,5,0,3,2,2,5,1,2,0,0,8,0,7,2,1,59,0
RSPO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPRY1,133,2,238,0,385,136,208,199,31,464,50,6,29,31,1,37,60,198,364,119,21,570,5,122,1,160,1,191,19,18,155,2,12,23,2,108
RSRC1,31,1,0,0,4,11,13,4,2,0,0,3,1,27,0,4,6,20,0,2,0,13,3,8,1,4,9,9,0,40,1,1,1,6,3,15
RSRC2,4,279,530,235,90,150,270,35,335,457,1923,66,80,78,190,426,656,15,326,581,944,744,138,511,151,90,480,663,348,89,27,405,6,414,10,781
RSRP1,215,4,318,227,23,29,190,39,111,15,8,205,59,23,96,196,13,3,92,92,4,0,25,0,5,21,38,115,60,2,5,2,7,183,1,512
RSU1,732,159,38,19,73,192,462,96,173,536,11,10,6,30,100,137,128,214,149,1117,21,367,342,80,32,13,79,32,64,15,236,3,4,25,193,88
RSU1P2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RTCA,74,4,12,128,103,97,264,29,334,15,274,13,0,75,144,17,7,197,159,0,299,28,55,31,22,137,0,98,19,9,195,51,13,1,2,27
RTCA.AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
RTCB,105,6,0,51,13,51,296,477,6,8,157,4,120,26,79,58,0,43,10,478,22,4,0,108,124,37,44,66,2,0,124,1,9,13,2,32
RTEL1,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RTF1,32,9,5,1,329,50,65,12,0,23,6,21,0,20,8,80,1,21,107,0,20,43,0,20,0,47,70,13,0,1,172,8,4,0,81,10
